 Branch,Department,  Year ,  Sales Amount_2019,Year,  Sales Amount_2020,,,,,,,,,,,,,
Rajshahi,Garments,2019,316913,2020,504676,,,,,,,,,,,,,
Rajshahi,Garments,2019,376756,2020,890702,,,,,,,,,,,,,
Rajshahi,Garments,2019,134350,2020,1007253,,,,,,,,,,,,,
Rajshahi,Garments,2019,135222,2020,294265,,,,,,,,,,,,,
Rajshahi,Garments,2019,276945,2020,1122458,,,,,,,,,,,,,
Savar,Garments,2019,251228,2020,1063599,,,,,,,,,,,,,
Savar,Garments,2019,200967,2020,885816,,,,,,,,,,,,,
Savar,Garments,2019,166577,2020,571686,,,,,,,,,,,,,
Savar,Garments,2019,243744,2020,666342,,,,,,,,,,,,,
Savar,Garments,2019,239358,2020,942376,,,,,,,,,,,,,
Savar,Garments,2019,199415,2020,607744,,,,,,,,,,,,,
Savar,Garments,2019,377425,2020,920177,,,,,,,,,,,,,
Savar,Garments,2019,366268,2020,818839,,,,,,,,,,,,,
Savar,Garments,2019,222336,2020,243132,,,,,,,,,,,,,
Savar,Garments,2019,134141,2020,774635,,,,,,,,,,,,,
Sylhet,Garments,2019,246105,2020,1101958,,,,,,,,,,,,,
Sylhet,Garments,2019,364117,2020,366394,,,,,,,,,,,,,
Sylhet,Garments,2019,297969,2020,432963,,,,,,,,,,,,,
Sylhet,Garments,2019,297322,2020,636235,,,,,,,,,,,,,
Sylhet,Garments,2019,313141,2020,196822,,,,,,,,,,,,,
Sylhet,Garments,2019,216954,2020,668579,,,,,,,,,,,,,
Sylhet,Garments,2019,268791,2020,371914,,,,,,,,,,,,,
Sylhet,Garments,2019,166352,2020,1009265,,,,,,,,,,,,,
Sylhet,Garments,2019,298748,2020,289084,,,,,,,,,,,,,
Sylhet,Garments,2019,424824,2020,915093,,,,,,,,,,,,,
Sylhet,Garments,2019,396327,2020,1127250,,,,,,,,,,,,,
Sylhet,Garments,2019,193883,2020,166978,,,,,,,,,,,,,
Sylhet,Garments,2019,379774,2020,922807,,,,,,,,,,,,,
Sylhet,Garments,2019,414444,2020,826978,,,,,,,,,,,,,
Sylhet,Garments,2019,453274,2020,534701,,,,,,,,,,,,,
Sylhet,Garments,2019,165473,2020,202588,,,,,,,,,,,,,
Sylhet,Garments,2019,277791,2020,827929,,,,,,,,,,,,,
Uttara,Garments,2019,227103,2020,492679,,,,,,,,,,,,,
Uttara,Garments,2019,172054,2020,850172,,,,,,,,,,,,,
Uttara,Garments,2019,448410,2020,1122810,,,,,,,,,,,,,
Uttara,Garments,2019,115761,2020,967074,,,,,,,,,,,,,
Uttara,Garments,2019,417954,2020,385389,,,,,,,,,,,,,
Uttara,Garments,2019,424276,2020,754148,,,,,,,,,,,,,
Uttara,Garments,2019,245291,2020,702500,,,,,,,,,,,,,
Uttara,Garments,2019,222140,2020,576032,,,,,,,,,,,,,
Uttara,Garments,2019,331821,2020,907774,,,,,,,,,,,,,
Uttara,Garments,2019,229816,2020,536539,,,,,,,,,,,,,
Uttara,Garments,2019,314556,2020,604750,,,,,,,,,,,,,
Uttara,Garments,2019,123944,2020,133058,,,,,,,,,,,,,
Uttara,Garments,2019,279354,2020,702208,,,,,,,,,,,,,
Agrabad,Real Estate,2019,142690,2020,889634,,,,,,,,,,,,,
Agrabad,Real Estate,2019,284962,2020,1065302,,,,,,,,,,,,,
Agrabad,Real Estate,2019,198223,2020,974144,,,,,,,,,,,,,
Agrabad,Real Estate,2019,136827,2020,134771,,,,,,,,,,,,,
Agrabad,Real Estate,2019,395029,2020,631098,,,,,,,,,,,,,
Agrabad,Real Estate,2019,439613,2020,440051,,,,,,,,,,,,,
Agrabad,Real Estate,2019,208247,2020,972780,,,,,,,,,,,,,
Agrabad,Real Estate,2019,370563,2020,183754,,,,,,,,,,,,,
Agrabad,Real Estate,2019,452013,2020,291240,,,,,,,,,,,,,
Agrabad,Real Estate,2019,179362,2020,178798,,,,,,,,,,,,,
Agrabad,Real Estate,2019,231520,2020,1077203,,,,,,,,,,,,,
Agrabad,Real Estate,2019,383321,2020,611349,,,,,,,,,,,,,
Agrabad,Real Estate,2019,272724,2020,780075,,,,,,,,,,,,,
Agrabad,Real Estate,2019,436261,2020,785041,,,,,,,,,,,,,
Agrabad,Real Estate,2019,431899,2020,165593,,,,,,,,,,,,,
Agrabad,Real Estate,2019,232641,2020,196092,,,,,,,,,,,,,
Agrabad,Real Estate,2019,356619,2020,799521,,,,,,,,,,,,,
Agrabad,Real Estate,2019,202816,2020,553743,,,,,,,,,,,,,
Agrabad,Real Estate,2019,275888,2020,794513,,,,,,,,,,,,,
Agrabad,Real Estate,2019,229908,2020,175304,,,,,,,,,,,,,
Agrabad,Real Estate,2019,294553,2020,896509,,,,,,,,,,,,,
Agrabad,Real Estate,2019,306637,2020,378379,,,,,,,,,,,,,
Agrabad,Real Estate,2019,216169,2020,303889,,,,,,,,,,,,,
Agrabad,Real Estate,2019,420214,2020,842027,,,,,,,,,,,,,
Agrabad,Real Estate,2019,199098,2020,731455,,,,,,,,,,,,,
Agrabad,Real Estate,2019,444199,2020,1147885,,,,,,,,,,,,,
Agrabad,Real Estate,2019,371951,2020,179696,,,,,,,,,,,,,
Agrabad,Real Estate,2019,214433,2020,428144,,,,,,,,,,,,,
Agrabad,Real Estate,2019,413376,2020,637420,,,,,,,,,,,,,
Agrabad,Real Estate,2019,381316,2020,847419,,,,,,,,,,,,,
Agrabad,Real Estate,2019,251142,2020,980008,,,,,,,,,,,,,
Agrabad,Real Estate,2019,314562,2020,766366,,,,,,,,,,,,,
Agrabad,Real Estate,2019,168741,2020,829909,,,,,,,,,,,,,
Agrabad,Real Estate,2019,116325,2020,332195,,,,,,,,,,,,,
Agrabad,Real Estate,2019,332158,2020,706526,,,,,,,,,,,,,
Agrabad,Real Estate,2019,226568,2020,842062,,,,,,,,,,,,,
Bagura,Real Estate,2019,430934,2020,863884,,,,,,,,,,,,,
Bagura,Real Estate,2019,176791,2020,428722,,,,,,,,,,,,,
Bagura,Real Estate,2019,216034,2020,406490,,,,,,,,,,,,,
Bagura,Real Estate,2019,166558,2020,1107294,,,,,,,,,,,,,
Bagura,Real Estate,2019,236191,2020,848514,,,,,,,,,,,,,
Bagura,Real Estate,2019,384510,2020,951090,,,,,,,,,,,,,
Bagura,Real Estate,2019,437823,2020,448502,,,,,,,,,,,,,
Bagura,Real Estate,2019,130551,2020,294495,,,,,,,,,,,,,
Bagura,Real Estate,2019,338341,2020,1122281,,,,,,,,,,,,,
Bagura,Real Estate,2019,352874,2020,974342,,,,,,,,,,,,,
Bagura,Real Estate,2019,187990,2020,223235,,,,,,,,,,,,,
Bagura,Real Estate,2019,342792,2020,1139562,,,,,,,,,,,,,
Bagura,Real Estate,2019,213256,2020,927342,,,,,,,,,,,,,
Bagura,Real Estate,2019,254462,2020,792006,,,,,,,,,,,,,
Bagura,Real Estate,2019,181245,2020,748149,,,,,,,,,,,,,
Bagura,Real Estate,2019,316946,2020,162775,,,,,,,,,,,,,
Bagura,Real Estate,2019,328735,2020,682101,,,,,,,,,,,,,
Bagura,Real Estate,2019,132214,2020,899843,,,,,,,,,,,,,
Bagura,Real Estate,2019,260581,2020,420556,,,,,,,,,,,,,
Bagura,Real Estate,2019,411905,2020,878435,,,,,,,,,,,,,
Bagura,Real Estate,2019,176568,2020,928249,,,,,,,,,,,,,
Bagura,Real Estate,2019,357611,2020,363695,,,,,,,,,,,,,
Bagura,Real Estate,2019,397621,2020,1095898,,,,,,,,,,,,,
Bagura,Real Estate,2019,217411,2020,932036,,,,,,,,,,,,,
Bagura,Real Estate,2019,403834,2020,138323,,,,,,,,,,,,,
Bagura,Real Estate,2019,321819,2020,847637,,,,,,,,,,,,,
Bagura,Real Estate,2019,308614,2020,775701,,,,,,,,,,,,,
Bagura,Real Estate,2019,168832,2020,1043290,,,,,,,,,,,,,
Bagura,Real Estate,2019,253364,2020,197939,,,,,,,,,,,,,
Bagura,Real Estate,2019,116662,2020,918994,,,,,,,,,,,,,
Bagura,Real Estate,2019,119905,2020,460557,,,,,,,,,,,,,
Bagura,Real Estate,2019,266656,2020,403206,,,,,,,,,,,,,
Bagura,Real Estate,2019,234494,2020,412274,,,,,,,,,,,,,
Banani,Real Estate,2019,361165,2020,324052,,,,,,,,,,,,,
Banani,Real Estate,2019,295094,2020,878271,,,,,,,,,,,,,
Banani,Real Estate,2019,295822,2020,990192,,,,,,,,,,,,,
Banani,Real Estate,2019,308439,2020,878565,,,,,,,,,,,,,
Banani,Real Estate,2019,245072,2020,700652,,,,,,,,,,,,,
Banani,Real Estate,2019,308176,2020,262655,,,,,,,,,,,,,
Banani,Real Estate,2019,298540,2020,693208,,,,,,,,,,,,,
Banani,Real Estate,2019,117738,2020,1060928,,,,,,,,,,,,,
Banani,Real Estate,2019,130828,2020,583775,,,,,,,,,,,,,
Banani,Real Estate,2019,281932,2020,154573,,,,,,,,,,,,,
Banani,Real Estate,2019,167314,2020,148156,,,,,,,,,,,,,
Banani,Real Estate,2019,279106,2020,795384,,,,,,,,,,,,,
Banani,Real Estate,2019,397418,2020,882882,,,,,,,,,,,,,
Banani,Real Estate,2019,289316,2020,610450,,,,,,,,,,,,,
Banani,Real Estate,2019,358196,2020,681995,,,,,,,,,,,,,
Banani,Real Estate,2019,296469,2020,761895,,,,,,,,,,,,,
Banani,Real Estate,2019,404749,2020,351930,,,,,,,,,,,,,
Banani,Real Estate,2019,151863,2020,769113,,,,,,,,,,,,,
Banani,Real Estate,2019,435385,2020,786468,,,,,,,,,,,,,
Banani,Real Estate,2019,263677,2020,596819,,,,,,,,,,,,,
Banani,Real Estate,2019,361819,2020,983875,,,,,,,,,,,,,
Banani,Real Estate,2019,425362,2020,358810,,,,,,,,,,,,,
Banani,Real Estate,2019,357180,2020,1087311,,,,,,,,,,,,,
Banani,Real Estate,2019,447234,2020,896706,,,,,,,,,,,,,
Banani,Real Estate,2019,239696,2020,857745,,,,,,,,,,,,,
Banani,Real Estate,2019,423064,2020,514630,,,,,,,,,,,,,
Banani,Real Estate,2019,398871,2020,1008872,,,,,,,,,,,,,
Banani,Real Estate,2019,387146,2020,1110158,,,,,,,,,,,,,
Banani,Real Estate,2019,199577,2020,1061293,,,,,,,,,,,,,
Banani,Real Estate,2019,358559,2020,721071,,,,,,,,,,,,,
Banani,Real Estate,2019,351383,2020,204841,,,,,,,,,,,,,
Banglshal,Real Estate,2019,443830,2020,856976,,,,,,,,,,,,,
Banglshal,Real Estate,2019,310164,2020,1107248,,,,,,,,,,,,,
Banglshal,Real Estate,2019,289661,2020,298495,,,,,,,,,,,,,
Banglshal,Real Estate,2019,220884,2020,965285,,,,,,,,,,,,,
Banglshal,Real Estate,2019,132432,2020,728877,,,,,,,,,,,,,
Banglshal,Real Estate,2019,448979,2020,823197,,,,,,,,,,,,,
Banglshal,Real Estate,2019,168409,2020,336829,,,,,,,,,,,,,
Banglshal,Real Estate,2019,418147,2020,823407,,,,,,,,,,,,,
Banglshal,Real Estate,2019,310218,2020,838058,,,,,,,,,,,,,
Banglshal,Real Estate,2019,200130,2020,1124149,,,,,,,,,,,,,
Banglshal,Real Estate,2019,262824,2020,643980,,,,,,,,,,,,,
Banglshal,Real Estate,2019,354933,2020,670757,,,,,,,,,,,,,
Banglshal,Real Estate,2019,166575,2020,273864,,,,,,,,,,,,,
Banglshal,Real Estate,2019,382881,2020,615755,,,,,,,,,,,,,
Banglshal,Real Estate,2019,126683,2020,285746,,,,,,,,,,,,,
Banglshal,Real Estate,2019,189545,2020,953639,,,,,,,,,,,,,
Banglshal,Real Estate,2019,131296,2020,1021058,,,,,,,,,,,,,
Banglshal,Real Estate,2019,170846,2020,790672,,,,,,,,,,,,,
Banglshal,Real Estate,2019,195966,2020,508956,,,,,,,,,,,,,
Banglshal,Real Estate,2019,321818,2020,281191,,,,,,,,,,,,,
Banglshal,Real Estate,2019,267010,2020,409123,,,,,,,,,,,,,
Banglshal,Real Estate,2019,448156,2020,221668,,,,,,,,,,,,,
Banglshal,Real Estate,2019,180925,2020,1104523,,,,,,,,,,,,,
Banglshal,Real Estate,2019,306355,2020,322925,,,,,,,,,,,,,
Banglshal,Real Estate,2019,216461,2020,178585,,,,,,,,,,,,,
Banglshal,Real Estate,2019,133962,2020,738267,,,,,,,,,,,,,
Banglshal,Real Estate,2019,240139,2020,223670,,,,,,,,,,,,,
Barishal,Real Estate,2019,124879,2020,1014684,,,,,,,,,,,,,
Barishal,Real Estate,2019,139332,2020,181517,,,,,,,,,,,,,
Barishal,Real Estate,2019,393799,2020,307019,,,,,,,,,,,,,
Barishal,Real Estate,2019,139753,2020,648727,,,,,,,,,,,,,
Barishal,Real Estate,2019,256453,2020,178702,,,,,,,,,,,,,
Barishal,Real Estate,2019,331360,2020,376010,,,,,,,,,,,,,
Barishal,Real Estate,2019,367441,2020,121800,,,,,,,,,,,,,
Barishal,Real Estate,2019,254087,2020,1130345,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,336501,2020,950602,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,443183,2020,354616,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,331531,2020,654635,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,275898,2020,342386,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,188783,2020,606290,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,366224,2020,879720,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,347600,2020,979745,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,348419,2020,989603,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,401849,2020,336294,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,251977,2020,170748,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,363274,2020,711366,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,291576,2020,602599,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,282889,2020,329189,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,129361,2020,275834,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,433846,2020,251833,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,357476,2020,316607,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,284835,2020,902039,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,405971,2020,578621,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,130161,2020,585387,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,135670,2020,590390,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,339002,2020,672055,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,238517,2020,920388,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,157906,2020,235146,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,143093,2020,581490,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,228289,2020,276341,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,390689,2020,847824,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,354868,2020,467543,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,277445,2020,602942,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,208353,2020,155696,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,135013,2020,1023821,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,276580,2020,282044,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,411776,2020,989918,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,350042,2020,211552,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,280421,2020,843987,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,177171,2020,358669,,,,,,,,,,,,,
CDA Avenue,Real Estate,2019,362843,2020,331687,,,,,,,,,,,,,
Cumilla,Real Estate,2019,263214,2020,289667,,,,,,,,,,,,,
Cumilla,Real Estate,2019,329634,2020,812857,,,,,,,,,,,,,
Cumilla,Real Estate,2019,286415,2020,692586,,,,,,,,,,,,,
Cumilla,Real Estate,2019,209188,2020,1137568,,,,,,,,,,,,,
Cumilla,Real Estate,2019,366444,2020,1013656,,,,,,,,,,,,,
Cumilla,Real Estate,2019,393561,2020,147297,,,,,,,,,,,,,
Cumilla,Real Estate,2019,118541,2020,543280,,,,,,,,,,,,,
Cumilla,Real Estate,2019,439111,2020,1036978,,,,,,,,,,,,,
Cumilla,Real Estate,2019,138395,2020,1116206,,,,,,,,,,,,,
Cumilla,Real Estate,2019,357861,2020,852087,,,,,,,,,,,,,
Cumilla,Real Estate,2019,283428,2020,1069670,,,,,,,,,,,,,
Cumilla,Real Estate,2019,134461,2020,821493,,,,,,,,,,,,,
Cumilla,Real Estate,2019,408348,2020,1089665,,,,,,,,,,,,,
Cumilla,Real Estate,2019,284152,2020,190922,,,,,,,,,,,,,
Cumilla,Real Estate,2019,434899,2020,800197,,,,,,,,,,,,,
Cumilla,Real Estate,2019,279019,2020,183333,,,,,,,,,,,,,
Cumilla,Real Estate,2019,413533,2020,556284,,,,,,,,,,,,,
Cumilla,Real Estate,2019,344971,2020,1073416,,,,,,,,,,,,,
Cumilla,Real Estate,2019,338888,2020,1119409,,,,,,,,,,,,,
Cumilla,Real Estate,2019,368498,2020,417427,,,,,,,,,,,,,
Cumilla,Real Estate,2019,236715,2020,518307,,,,,,,,,,,,,
Cumilla,Real Estate,2019,275910,2020,220587,,,,,,,,,,,,,
Cumilla,Real Estate,2019,341758,2020,1044142,,,,,,,,,,,,,
Cumilla,Real Estate,2019,444195,2020,484767,,,,,,,,,,,,,
Cumilla,Real Estate,2019,407096,2020,133719,,,,,,,,,,,,,
Cumilla,Real Estate,2019,207390,2020,784272,,,,,,,,,,,,,
Cumilla,Real Estate,2019,213718,2020,1139480,,,,,,,,,,,,,
Cumilla,Real Estate,2019,415960,2020,767818,,,,,,,,,,,,,
Cumilla,Real Estate,2019,396092,2020,917349,,,,,,,,,,,,,
Cumilla,Real Estate,2019,365302,2020,646285,,,,,,,,,,,,,
Cumilla,Real Estate,2019,328225,2020,804590,,,,,,,,,,,,,
Cumilla,Real Estate,2019,394411,2020,635179,,,,,,,,,,,,,
Cumilla,Real Estate,2019,304162,2020,159955,,,,,,,,,,,,,
Cumilla,Real Estate,2019,306920,2020,717838,,,,,,,,,,,,,
Cumilla,Real Estate,2019,204499,2020,628364,,,,,,,,,,,,,
Cumilla,Real Estate,2019,323691,2020,189690,,,,,,,,,,,,,
Cumilla,Real Estate,2019,266453,2020,1139324,,,,,,,,,,,,,
Cumilla,Real Estate,2019,214964,2020,744889,,,,,,,,,,,,,
Cumilla,Real Estate,2019,216426,2020,886270,,,,,,,,,,,,,
Cumilla,Real Estate,2019,124895,2020,560558,,,,,,,,,,,,,
Dinajpur,Real Estate,2019,164339,2020,440785,,,,,,,,,,,,,
Dinajpur,Real Estate,2019,312458,2020,439567,,,,,,,,,,,,,
Dinajpur,Real Estate,2019,360968,2020,204945,,,,,,,,,,,,,
Dinajpur,Real Estate,2019,149930,2020,771795,,,,,,,,,,,,,
Gazipur,Real Estate,2019,338174,2020,860024,,,,,,,,,,,,,
Gazipur,Real Estate,2019,344367,2020,281994,,,,,,,,,,,,,
Gazipur,Real Estate,2019,119602,2020,1112216,,,,,,,,,,,,,
Gazipur,Real Estate,2019,177392,2020,400362,,,,,,,,,,,,,
Gazipur,Real Estate,2019,253878,2020,1055682,,,,,,,,,,,,,
Gazipur,Real Estate,2019,238662,2020,1031065,,,,,,,,,,,,,
Gazipur,Real Estate,2019,350775,2020,946447,,,,,,,,,,,,,
Gazipur,Real Estate,2019,453566,2020,555724,,,,,,,,,,,,,
Gazipur,Real Estate,2019,231242,2020,926210,,,,,,,,,,,,,
Gazipur,Real Estate,2019,338091,2020,118129,,,,,,,,,,,,,
Gazipur,Real Estate,2019,196466,2020,229159,,,,,,,,,,,,,
Gazipur,Real Estate,2019,340448,2020,980404,,,,,,,,,,,,,
Gazipur,Real Estate,2019,318822,2020,748130,,,,,,,,,,,,,
Gazipur,Real Estate,2019,186636,2020,1020849,,,,,,,,,,,,,
Gazipur,Real Estate,2019,429452,2020,169458,,,,,,,,,,,,,
Gazipur,Real Estate,2019,361412,2020,591114,,,,,,,,,,,,,
Gazipur,Real Estate,2019,174096,2020,570486,,,,,,,,,,,,,
Gazipur,Real Estate,2019,362742,2020,531488,,,,,,,,,,,,,
Gazipur,Real Estate,2019,393501,2020,479536,,,,,,,,,,,,,
Gazipur,Real Estate,2019,438368,2020,1090685,,,,,,,,,,,,,
Gazipur,Real Estate,2019,247391,2020,492698,,,,,,,,,,,,,
Gazipur,Real Estate,2019,353694,2020,129506,,,,,,,,,,,,,
Gazipur,Real Estate,2019,265106,2020,786674,,,,,,,,,,,,,
Gazipur,Real Estate,2019,397753,2020,1122389,,,,,,,,,,,,,
Gazipur,Real Estate,2019,322430,2020,669562,,,,,,,,,,,,,
Gazipur,Real Estate,2019,215440,2020,970270,,,,,,,,,,,,,
Gazipur,Real Estate,2019,195390,2020,915559,,,,,,,,,,,,,
Gazipur,Real Estate,2019,392157,2020,819630,,,,,,,,,,,,,
Gazipur,Real Estate,2019,364401,2020,286134,,,,,,,,,,,,,
Gazipur,Real Estate,2019,122257,2020,402886,,,,,,,,,,,,,
Gazipur,Real Estate,2019,261649,2020,493240,,,,,,,,,,,,,
Gazipur,Real Estate,2019,446747,2020,361683,,,,,,,,,,,,,
Gulshan,Real Estate,2019,443323,2020,844719,,,,,,,,,,,,,
Gulshan,Real Estate,2019,277803,2020,987089,,,,,,,,,,,,,
Gulshan,Real Estate,2019,423340,2020,573839,,,,,,,,,,,,,
Gulshan,Real Estate,2019,199357,2020,378584,,,,,,,,,,,,,
Gulshan,Real Estate,2019,249848,2020,419774,,,,,,,,,,,,,
Gulshan,Real Estate,2019,226516,2020,307604,,,,,,,,,,,,,
Gulshan,Real Estate,2019,270563,2020,1057824,,,,,,,,,,,,,
Gulshan,Real Estate,2019,375173,2020,660105,,,,,,,,,,,,,
Gulshan,Real Estate,2019,452745,2020,715873,,,,,,,,,,,,,
Gulshan,Real Estate,2019,174868,2020,832773,,,,,,,,,,,,,
Gulshan,Real Estate,2019,189732,2020,482993,,,,,,,,,,,,,
Gulshan,Real Estate,2019,230456,2020,924750,,,,,,,,,,,,,
Gulshan,Real Estate,2019,334143,2020,768753,,,,,,,,,,,,,
Gulshan,Real Estate,2019,345856,2020,670373,,,,,,,,,,,,,
Gulshan,Real Estate,2019,255571,2020,750709,,,,,,,,,,,,,
Gulshan,Real Estate,2019,220033,2020,765293,,,,,,,,,,,,,
Gulshan,Real Estate,2019,419647,2020,396896,,,,,,,,,,,,,
Gulshan,Real Estate,2019,369822,2020,473858,,,,,,,,,,,,,
Gulshan,Real Estate,2019,335341,2020,593716,,,,,,,,,,,,,
Gulshan,Real Estate,2019,405056,2020,319147,,,,,,,,,,,,,
Gulshan,Real Estate,2019,327045,2020,320657,,,,,,,,,,,,,
Gulshan,Real Estate,2019,385221,2020,584819,,,,,,,,,,,,,
Gulshan,Real Estate,2019,356866,2020,164192,,,,,,,,,,,,,
Gulshan,Real Estate,2019,333498,2020,416666,,,,,,,,,,,,,
Gulshan,Real Estate,2019,196309,2020,1131372,,,,,,,,,,,,,
Gulshan,Real Estate,2019,439695,2020,1030414,,,,,,,,,,,,,
Gulshan,Real Estate,2019,453149,2020,532472,,,,,,,,,,,,,
Gulshan,Real Estate,2019,326686,2020,620272,,,,,,,,,,,,,
Gulshan,Real Estate,2019,444599,2020,1021298,,,,,,,,,,,,,
Gulshan,Real Estate,2019,162427,2020,588923,,,,,,,,,,,,,
Gulshan,Real Estate,2019,439578,2020,212260,,,,,,,,,,,,,
Gulshan,Real Estate,2019,450449,2020,579302,,,,,,,,,,,,,
Jashore,Real Estate,2019,228134,2020,628913,,,,,,,,,,,,,
Jashore,Real Estate,2019,342956,2020,343987,,,,,,,,,,,,,
Jashore,Real Estate,2019,283802,2020,177819,,,,,,,,,,,,,
Jashore,Real Estate,2019,445310,2020,697456,,,,,,,,,,,,,
Jashore,Real Estate,2019,317977,2020,763277,,,,,,,,,,,,,
Jashore,Real Estate,2019,426441,2020,342341,,,,,,,,,,,,,
Jashore,Real Estate,2019,390688,2020,381144,,,,,,,,,,,,,
Jashore,Real Estate,2019,308639,2020,1088771,,,,,,,,,,,,,
Jashore,Real Estate,2019,156468,2020,712429,,,,,,,,,,,,,
Jashore,Real Estate,2019,159943,2020,917045,,,,,,,,,,,,,
Jashore,Real Estate,2019,227325,2020,678700,,,,,,,,,,,,,
Jashore,Real Estate,2019,127500,2020,326360,,,,,,,,,,,,,
Jashore,Real Estate,2019,318033,2020,982307,,,,,,,,,,,,,
Jashore,Real Estate,2019,186123,2020,710165,,,,,,,,,,,,,
Jashore,Real Estate,2019,176892,2020,1081743,,,,,,,,,,,,,
Jashore,Real Estate,2019,134729,2020,638252,,,,,,,,,,,,,
Jashore,Real Estate,2019,115294,2020,519624,,,,,,,,,,,,,
Jashore,Real Estate,2019,247723,2020,225857,,,,,,,,,,,,,
Jashore,Real Estate,2019,150430,2020,497334,,,,,,,,,,,,,
Jashore,Real Estate,2019,125159,2020,250223,,,,,,,,,,,,,
Jashore,Real Estate,2019,196450,2020,951612,,,,,,,,,,,,,
Jashore,Real Estate,2019,430372,2020,661161,,,,,,,,,,,,,
Jashore,Real Estate,2019,280322,2020,1074650,,,,,,,,,,,,,
Jashore,Real Estate,2019,416409,2020,1062288,,,,,,,,,,,,,
Jashore,Real Estate,2019,322529,2020,402805,,,,,,,,,,,,,
Jashore,Real Estate,2019,438087,2020,892541,,,,,,,,,,,,,
Jashore,Real Estate,2019,387545,2020,323989,,,,,,,,,,,,,
Jashore,Real Estate,2019,366387,2020,715454,,,,,,,,,,,,,
Jashore,Real Estate,2019,283432,2020,1010668,,,,,,,,,,,,,
Jashore,Real Estate,2019,439339,2020,866575,,,,,,,,,,,,,
Jashore,Real Estate,2019,210423,2020,491367,,,,,,,,,,,,,
Jashore,Real Estate,2019,372498,2020,551561,,,,,,,,,,,,,
Khulna,Real Estate,2019,314043,2020,969147,,,,,,,,,,,,,
Khulna,Real Estate,2019,353937,2020,961929,,,,,,,,,,,,,
Khulna,Real Estate,2019,151051,2020,848579,,,,,,,,,,,,,
Khulna,Real Estate,2019,272810,2020,762234,,,,,,,,,,,,,
Khulna,Real Estate,2019,417432,2020,177821,,,,,,,,,,,,,
Khulna,Real Estate,2019,307155,2020,904370,,,,,,,,,,,,,
Khulna,Real Estate,2019,147970,2020,585173,,,,,,,,,,,,,
Khulna,Real Estate,2019,454520,2020,960077,,,,,,,,,,,,,
Khulna,Real Estate,2019,376783,2020,239519,,,,,,,,,,,,,
Khulna,Real Estate,2019,408302,2020,858626,,,,,,,,,,,,,
Khulna,Real Estate,2019,298157,2020,919569,,,,,,,,,,,,,
Khulna,Real Estate,2019,442001,2020,170597,,,,,,,,,,,,,
Khulna,Real Estate,2019,281094,2020,705142,,,,,,,,,,,,,
Khulna,Real Estate,2019,118407,2020,704398,,,,,,,,,,,,,
Khulna,Real Estate,2019,314064,2020,963913,,,,,,,,,,,,,
Khulna,Real Estate,2019,257030,2020,193848,,,,,,,,,,,,,
Khulna,Real Estate,2019,180741,2020,287669,,,,,,,,,,,,,
Khulna,Real Estate,2019,385153,2020,776803,,,,,,,,,,,,,
Khulna,Real Estate,2019,307713,2020,238812,,,,,,,,,,,,,
Khulna,Real Estate,2019,143142,2020,380322,,,,,,,,,,,,,
Khulna,Real Estate,2019,286568,2020,230235,,,,,,,,,,,,,
Khulna,Real Estate,2019,239782,2020,292781,,,,,,,,,,,,,
Khulna,Real Estate,2019,412327,2020,1105117,,,,,,,,,,,,,
Khulna,Real Estate,2019,325749,2020,1127189,,,,,,,,,,,,,
